	TR_R4_Dap5_HD	TR_R4_Dap5_MD	TR_R4_Dap5_T	TR_R5_Dap5_HD	TR_R5_Dap5_MD	TR_R5_Dap5_T	TR_R11_NS_HD	TR_R11_NS_LD	TR_R11_NS_MD	TR_R11_NS_T	TR_R3_NS_HD	TR_R3_NS_LD	TR_R3_NS_MD	TR_R3_NS_T
MIR767	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR769	0	0	2	0	0	1	0	0	0	0	0	0	0	0
MIR770	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR873	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR874	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR876	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR885	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR890	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR891B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR9-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR9-3HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR920	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR922	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR92B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR93	1	0	0	0	0	0	0	0	0	0	0	1	0	0
MIR933	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR934	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR936	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR937	0	0	0	0	0	1	0	0	0	0	0	2	0	0
MIR938	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR941-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR942	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR943	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR98	0	0	0	0	2	0	0	0	1	0	0	0	0	0
MIR99A	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MIR99AHG	9	24	16	5	19	13	4	30	5	10	2	3	0	3
MIR99B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7A1	0	0	0	1	0	2	0	1	0	0	0	0	0	0
MIRLET7A2	0	0	1	0	2	2	0	0	0	0	0	0	0	0
MIRLET7A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7BHG	74	138	108	94	108	90	44	89	96	72	42	125	90	104
MIRLET7C	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MIRLET7D	0	3	2	1	3	2	0	3	1	2	1	2	4	0
MIRLET7DHG	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7E	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7F1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
MIRLET7F2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7G	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MIRLET7I	1	2	4	0	2	5	0	2	3	3	0	0	1	4
MIS12	1600	3802	1808	1002	4186	2231	625	2693	1767	1447	696	2258	978	1767
MIS18A	1006	1083	786	1010	1004	860	492	1118	1514	759	521	1042	1224	863
MIS18A-AS1	0	3	0	0	1	0	1	1	1	0	0	1	0	0
MIS18BP1	1833	1502	1814	1149	1686	2418	2447	1038	1024	1717	3868	937	1096	1657
MISP	141	138	133	113	127	122	105	87	51	124	184	112	127	133
MISP3	26	27	29	16	13	15	7	5	10	5	7	20	9	13
MITD1	729	802	771	736	1041	700	530	764	1561	701	425	1245	1108	895
MITF	694	397	495	419	377	617	835	313	403	561	574	248	448	363
MIXL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKI67	6950	3361	7629	4918	5103	10679	6853	3719	3732	9033	19338	3249	4034	10609
MKI67P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKKS	3490	9090	4385	2848	7610	4012	1195	5829	3401	2929	1190	4586	2071	2927
MKL1	837	432	778	695	414	769	902	410	510	661	1119	584	721	707
MKL2	499	268	291	180	278	535	549	297	221	443	509	114	182	239
MKLN1	1533	901	1191	742	694	1265	2398	842	771	1467	2436	577	763	1090
MKLN1-AS	75	221	116	30	161	70	38	157	77	108	33	63	23	84
MKNK1	847	862	799	914	868	807	896	845	905	886	614	950	889	802
MKNK1-AS1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MKNK2	4801	6680	4797	3460	4609	3490	1498	3544	3438	2575	1297	3106	2622	2039
MKNK2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRN1	1758	952	1478	1387	824	1406	2175	847	1823	1484	1773	1299	1896	1385
MKRN2	1972	1403	1618	1795	1660	1879	2293	1263	2105	1698	1777	1331	2380	1504
MKRN2OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRN3	53	108	50	47	108	79	56	104	74	70	41	73	41	62
MKRN3-AS1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MKRN4P	0	0	0	0	0	0	0	0	0	0	0	0	2	1
MKRN5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRN7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRN9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRNP2	1	0	0	0	0	0	5	3	6	1	0	0	1	0
MKS1	600	379	432	662	341	549	619	272	489	512	435	350	551	388
MKX	170	267	121	88	284	164	88	205	172	129	57	68	62	89
MKX-AS1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
MLANA	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MLC1	0	3	1	1	0	0	1	1	2	0	1	2	0	0
MLEC	5473	5997	4765	5086	8481	6545	5108	8581	8328	7562	8401	10789	10391	8829
MLECP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLF1	959	1618	882	973	1733	1137	638	1152	1368	983	383	1050	891	856
MLF2	9185	11858	8335	8598	14181	8002	4165	8118	14080	6851	2980	12781	6303	7179
MLH1	2395	2268	2326	1815	2196	2691	3383	2158	1434	2709	4784	1792	1780	2579
MLH3	429	448	453	327	475	445	506	496	383	554	691	368	351	427
MLIP	0	0	1	0	0	0	0	0	0	2	0	1	0	0
MLIP-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLIP-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLKL	1108	486	950	1173	480	988	1512	414	700	1010	1872	854	1452	1182
MLLT1	4709	3640	4006	4473	3650	4344	3965	2829	4511	3854	3726	3778	5611	4148
MLLT10	1531	2545	1497	810	2451	1821	1191	2254	1297	1612	805	1188	925	1012
MLLT10P1	0	0	1	0	0	0	0	2	0	0	0	0	0	0
MLLT10P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLLT11	136	299	121	118	222	133	54	242	176	113	47	208	81	104
MLLT3	644	655	492	388	551	527	431	420	676	440	279	351	432	359
MLLT6	2882	3146	2305	2282	3253	2942	1689	3350	2790	2804	2611	3230	3201	2756
MLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLNR	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLPH	4974	3098	4250	4987	2342	3877	4276	1582	1545	2964	5345	2715	4317	3857
MLST8	2386	4245	2759	2962	3864	2642	1314	3783	3353	2700	1375	4767	2731	2952
MLX	4072	8415	4563	4233	8919	5032	2167	8130	8867	5063	1710	7609	3246	4714
MLXIP	2761	2107	2181	2181	2043	2418	1871	2474	3575	2813	2275	2124	2376	2404
MLXIPL	45	38	30	10	6	16	15	11	4	12	15	14	15	18
MLYCD	159	61	116	112	46	115	169	73	122	148	179	81	123	109
MMAA	111	94	81	88	58	91	85	54	93	76	88	58	75	66
MMAB	2360	1729	1970	1840	998	1263	968	1689	2559	1474	802	1616	1853	1156
MMACHC	769	1117	741	739	1124	962	531	1036	1066	775	366	1013	715	794
MMADHC	4616	3375	3537	4429	3963	3607	4305	2832	7464	4011	2147	4931	5898	3585
MMD	295	815	516	213	765	451	181	835	371	468	227	625	226	502
MMD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MME	1	0	1	0	1	1	1	2	3	0	1	3	0	1
MME-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MMEL1	1	1	0	1	1	2	1	1	0	0	0	6	1	0
MMGT1	1184	2322	1345	1180	3325	1801	842	2435	2005	1446	806	2262	1237	1611
MMP1	365	213	425	526	212	542	5839	1166	2349	3659	17677	3423	10021	8105
MMP10	0	3	5	0	0	2	2	1	2	1	2	0	1	5
MMP11	34	30	38	29	24	19	17	17	25	19	25	39	62	25
MMP12	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MMP13	0	1	0	0	0	0	0	0	0	1	2	0	1	0
MMP14	3270	1399	3133	2881	1002	3064	5634	1175	1655	4025	15632	2932	7237	7370
MMP15	159	101	158	201	91	198	328	163	264	267	400	233	441	291
MMP16	118	80	109	83	98	101	114	50	89	70	197	49	116	104
MMP17	73	119	91	40	64	36	25	87	67	73	45	123	80	74
MMP19	147	215	179	115	145	128	157	173	106	146	217	143	169	158
MMP2	270	158	292	214	75	206	192	77	132	164	765	227	468	405
MMP20	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MMP21	1	5	3	0	1	0	0	1	0	2	0	0	3	2
MMP23A	1	0	0	1	0	0	0	1	1	1	0	3	0	0
MMP23B	0	0	0	0	1	1	1	2	0	1	0	1	1	2
MMP24	2	12	9	19	18	19	9	29	19	24	14	17	15	20
MMP24-AS1	1784	6088	2700	1802	4173	2169	688	5595	1549	2188	710	2321	1005	1779
MMP25	4	1	1	2	3	1	1	3	5	0	8	0	3	6
MMP25-AS1	24	70	43	36	54	28	27	76	32	40	18	44	31	37
MMP26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP28	0	0	0	1	0	0	0	0	1	0	0	0	0	0
MMP3	10	14	10	28	16	19	167	40	78	90	568	114	197	267
MMP7	0	0	1	4	0	0	0	0	0	0	1	0	1	3
MMP8	0	0	0	1	3	3	3	3	3	3	2	0	1	1
MMP9	7	4	3	4	2	2	0	0	1	0	61	8	13	14
MMRN1	0	0	2	0	0	0	1	0	0	0	0	0	0	0
MMRN2	1	6	4	1	5	4	0	3	0	3	2	1	1	5
MMS19	2907	2293	2794	2283	2014	2968	4355	1570	1133	2904	4918	1490	1619	2473
MMS22L	911	764	677	615	1015	1068	1214	807	1002	945	1221	614	781	780
MN1	10	10	16	9	13	7	5	2	2	4	5	9	11	4
MNAT1	2228	1038	1707	2199	1082	1616	1769	677	2044	1384	1147	1360	2586	1297
MND1	1434	1894	1461	1899	1767	1575	587	1670	2182	1165	679	1896	2091	1348
MNDA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MNS1	271	118	214	267	112	213	324	66	125	187	397	139	437	203
MNT	678	409	533	565	475	644	774	501	557	719	687	473	516	553
MNX1	136	140	112	207	169	150	92	115	193	127	63	190	239	103
MNX1-AS1	50	129	54	67	133	49	23	106	59	51	18	103	54	42
MNX1-AS2	0	0	2	0	1	0	0	2	0	0	0	0	0	0
MOAP1	1111	402	813	1136	443	870	1640	474	1011	1129	803	562	1200	716
MOB1A	4570	2518	2853	3533	2978	3677	3763	3362	8184	3923	2546	3578	4518	3309
MOB1AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOB1AP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOB1B	1385	887	886	803	1079	1189	1185	832	1775	1088	691	736	1041	705
MOB2	934	1014	843	1115	737	785	457	1105	1238	738	547	1241	1180	779
MOB3A	5651	3873	4401	3984	3921	3674	2710	2205	4536	2942	1775	3792	2655	2841
MOB3B	11	20	18	11	25	17	12	44	37	18	3	20	9	14
MOB3C	459	347	353	367	294	300	208	316	467	341	259	495	428	352
MOB4	1019	683	742	1013	670	779	783	755	1998	962	575	953	1389	874
MOBP	1	0	0	0	0	0	0	1	1	0	0	0	0	1
MOCOS	1226	899	869	746	835	1152	1887	906	1020	1326	1293	610	811	857
MOCS1	1030	1250	932	1036	1082	940	918	1144	1047	1014	798	1012	864	851
MOCS1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOCS2	3316	4816	3480	3632	3781	3130	1283	4340	4802	2778	1212	4186	2919	2817
MOCS3	453	507	487	468	429	452	362	317	376	432	314	340	465	380
MOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOGAT1	0	0	0	0	0	0	0	1	0	0	2	0	0	0
MOGAT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOGAT3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MOGS	643	376	711	681	361	765	1453	521	578	1099	3046	760	1275	1534
MOK	478	1034	617	561	1404	829	323	995	561	661	265	727	408	556
MON1A	838	1496	969	902	1404	934	437	1386	1004	839	480	1592	947	975
MON1B	1290	846	962	973	822	954	1105	1001	1794	1201	984	1027	1257	1029
MON2	506	574	498	295	570	767	800	425	362	681	1047	250	313	491
MORC1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MORC1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORC2	1380	549	1189	1172	597	1278	1737	458	732	1443	2836	824	1156	1481
MORC2-AS1	0	0	1	0	0	0	3	0	0	0	0	0	0	1
MORC3	627	701	392	331	649	716	835	443	305	645	937	254	357	467
MORC4	3242	1587	2808	1813	1038	2204	2609	975	930	1933	3279	1065	1430	1722
MORF4	2	3	2	2	2	4	1	0	4	2	1	3	1	1
MORF4L1	14104	7187	9905	13152	6527	10557	11769	6299	15959	9792	8743	8142	15931	8988
MORF4L1P1	223	118	163	174	90	172	172	98	242	171	122	117	227	135
MORF4L1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORF4L1P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORF4L1P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORF4L1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORF4L2	21525	15550	16629	14981	25666	18115	14575	9098	21925	12582	5591	16473	10983	10927
MORF4L2-AS1	4	5	1	0	6	8	0	5	2	0	0	2	0	3
MORF4L2P1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MORN1	171	202	153	154	221	171	93	194	207	171	118	248	202	192
MORN2	303	982	451	403	764	438	95	867	344	366	139	707	289	429
MORN3	7	7	8	11	6	3	0	0	3	2	2	7	6	3
MORN4	396	1028	533	315	978	549	176	925	450	451	202	531	283	460
MORN5	0	2	0	1	0	0	0	0	0	0	0	0	0	0
MOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOSPD1	991	1972	960	620	1885	1065	531	2120	1670	1218	365	1051	550	838
MOSPD2	517	258	278	303	299	435	843	217	325	450	475	164	362	269
MOSPD3	247	999	355	255	609	310	113	736	324	313	64	371	97	256
MOV10	1191	1347	1288	805	1023	1211	1547	844	567	1317	2409	1189	866	1526
MOV10L1	1	1	1	3	4	3	1	1	4	2	0	1	2	3
MOXD1	118	68	91	82	73	94	155	54	72	96	274	117	157	153
MOXD2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPC1	567	1556	801	676	1050	591	270	1523	985	718	221	891	509	589
MPC1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPC2	1343	4703	2039	1083	4053	1723	535	4004	1515	1515	515	2241	701	1386
MPDU1	1025	1675	1192	1648	2152	1497	817	2270	1989	1531	1402	3971	3592	2427
MPDZ	437	207	346	176	219	464	564	229	261	540	730	130	218	270
MPEG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPG	1241	2332	1311	1293	1385	839	381	1819	1502	1041	220	1515	621	743
MPHOSPH10	1309	842	1196	1103	940	1329	1834	674	659	1231	2454	936	1724	1429
MPHOSPH6	1371	2542	1529	1378	2097	1462	766	2894	2741	1805	761	2076	1576	1560
MPHOSPH8	1177	699	882	717	619	1076	1688	600	521	1286	2297	545	773	975
MPHOSPH9	1619	2382	1307	1025	2530	2064	1014	1771	1565	1408	920	1023	1020	1052
MPI	2422	1442	2059	2053	1301	1736	2074	1234	1708	1628	1867	1431	2279	1546
MPIG6B	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MPL	0	0	1	2	0	0	0	1	1	1	0	0	0	0
MPLKIP	780	1228	804	752	1036	741	368	1023	1445	765	245	987	594	594
MPND	226	313	204	253	201	197	107	238	209	175	156	443	280	247
MPO	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPP1	1131	382	856	1254	278	1040	2240	433	730	1293	1639	484	1453	1015
MPP2	197	79	123	165	47	117	138	80	189	146	186	151	353	198
MPP3	245	317	200	253	351	302	172	267	257	270	147	333	208	250
MPP4	164	100	144	168	123	175	602	304	447	482	309	199	327	209
MPP5	1794	752	1208	1371	1052	2108	4093	999	1565	2337	2455	785	1504	1270
MPP6	708	510	574	619	617	743	895	590	689	714	785	516	822	556
MPP7	141	109	86	103	122	136	228	169	305	226	115	129	166	114
MPPE1	65	196	111	85	284	99	53	228	106	112	60	152	89	94
MPPE1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPPED1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MPPED2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MPRIP	13792	8019	11216	10956	9241	12860	13097	9782	14032	14347	15897	8687	14003	11631
MPRIP-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPRIPP1	6	3	7	4	6	2	5	6	7	5	3	5	9	3
MPST	2065	2596	2313	2252	1949	1677	968	1743	2179	1674	786	2391	2069	1525
MPTX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPV17	1005	1249	1005	1067	900	751	639	1936	1920	1273	673	1444	1399	1124
MPV17L	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPV17L2	641	788	644	1040	590	729	403	1061	1267	771	626	1507	1569	958
MPZ	6	11	9	12	12	13	5	30	15	10	5	32	14	15
MPZL1	2485	2796	2483	2968	3510	2833	2479	2994	4577	2975	3001	4986	4601	3964
MPZL2	11	7	4	8	4	3	13	8	10	9	5	5	13	6
MPZL3	24	17	21	25	27	18	10	39	26	25	20	30	29	24
MR1	54	80	45	56	52	55	84	120	132	92	94	72	112	82
MRAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRAP2	2	7	2	1	7	4	9	48	34	22	6	22	18	10
MRAS	175	299	192	103	262	128	153	429	281	281	147	324	165	228
MRC1	2	0	0	0	0	0	0	1	0	0	0	1	0	0
MRC1L1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MRC2	402	264	433	367	233	513	943	263	205	694	2382	383	632	1033
MRE11	1175	522	861	732	525	1245	2108	540	576	1278	2442	527	809	1106
MRE11P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MREG	328	925	333	167	644	412	200	850	416	378	96	369	178	347
MREGP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRFAP1	12181	16324	11127	13440	12261	10833	6659	15886	19052	10751	7109	16788	11547	11447
MRFAP1L1	2033	2076	1597	2047	1958	1782	1030	2172	2844	1621	923	2331	1366	1505
MRGBP	2374	7245	3555	2717	6185	3270	826	4884	1681	2541	1183	4437	2080	2750
MRGPRD	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRF	19	39	28	14	25	17	10	17	21	13	3	13	15	12
MRGPRF-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRG	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRG-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRX3	0	0	0	0	0	0	1	0	1	4	1	0	1	0
MRGPRX4	0	0	0	0	1	1	3	13	11	7	1	1	6	1
MRI1	648	305	370	581	288	580	831	379	618	549	453	375	727	452
MRLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRM1	443	151	302	474	174	308	572	174	421	394	541	430	835	490
MRM2	1736	2199	1721	1834	2121	2097	999	2028	1970	1766	1247	1871	1955	1703
MRM3	1193	734	1005	1620	836	1150	1225	650	1085	1084	1013	1169	1947	1180
MRNIP	264	194	236	242	243	240	202	195	272	240	200	224	301	211
MRO	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH1	555	384	533	538	364	591	858	386	780	717	849	613	858	653
MROH2A	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MROH2B	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MROH3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH6	58	133	88	78	137	108	66	114	73	136	90	171	122	133
MROH7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH7-TTC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MROH8	46	70	40	60	47	48	33	36	55	44	23	34	30	32
MROH9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL1	1875	1005	1430	1788	1235	1578	1536	635	1573	1057	1538	1515	3417	1552
MRPL10	2814	1884	2230	3207	1492	2063	2059	1904	4176	2239	1861	2871	3964	2351
MRPL11	2457	7134	3865	2588	6918	3568	1157	6752	3690	3491	1080	5583	2925	3475
MRPL12	1301	3234	1761	2063	3027	1643	570	2862	1969	1534	641	3564	1786	1744
MRPL13	4017	5471	4064	4655	5337	4197	1631	4498	5815	3255	1510	5422	5385	3474
MRPL14	3593	5003	3661	4974	3421	3333	1490	5369	5712	3382	1364	6153	5204	3401
MRPL15	2407	922	1698	2732	636	1731	2579	1074	3323	2269	2316	1776	4216	1934
MRPL15P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL16	3627	1908	2813	3954	1614	2448	2225	1277	4308	2448	1475	2679	3968	2244
MRPL17	6667	6304	5640	8672	4175	5210	3287	7416	10088	5674	3120	7767	9705	5461
MRPL18	2626	5645	3064	2545	4865	2743	994	5239	4071	2562	978	4485	1729	2717
MRPL19	2032	765	1370	1784	659	1482	1810	741	2736	1627	1663	1207	2958	1394
MRPL2	2566	1611	2108	3613	1244	2085	2610	1560	3124	2228	2557	2790	5126	2759
MRPL20	1571	4128	2334	1977	4256	2364	729	4779	2325	2562	881	3568	2096	2473
MRPL20P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL21	2485	3829	2652	3667	3386	2648	953	4432	3593	2476	1373	4715	4168	2871
MRPL22	2318	1820	2107	2897	1572	1959	1127	1585	3083	1671	1443	2327	3985	1908
MRPL22P1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
MRPL23	1875	2557	1818	2574	1703	1531	563	2554	2175	1560	765	2792	2452	1578
MRPL23-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL24	4413	2759	3508	5453	3292	3473	3200	2099	6067	3339	2146	6503	7264	3815
MRPL27	2291	4651	2640	3187	3469	2349	924	4787	3422	2557	997	5277	3104	2935
MRPL28	3185	1438	2460	4017	1241	2116	2457	1375	3736	2323	2635	2727	4723	2806
MRPL2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL3	5823	2557	4065	6306	2770	4644	4879	3011	7360	4317	3841	4932	8393	4125
MRPL30	1358	893	1084	1524	971	1168	1075	1094	2306	1154	807	1333	2119	1160
MRPL30P1	3	0	2	0	0	0	2	0	3	2	0	3	0	2
MRPL32	1056	1021	1005	1394	916	1027	603	1302	1730	1111	914	2028	2284	1302
MRPL32P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL33	1641	6173	3118	2018	5231	2484	527	6153	1853	2830	577	3689	1622	2341
MRPL34	1845	5615	2875	2247	3970	2099	594	5254	2054	2405	674	4636	1784	2467
MRPL35	3658	3447	3043	3970	3011	3214	2016	3790	5645	3147	2141	4077	4868	3088
MRPL35P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL35P2	2	0	0	1	0	0	0	0	0	0	0	0	1	0
MRPL35P3	0	1	1	0	1	2	2	1	6	3	1	3	0	0
MRPL35P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL36	1340	2726	1567	1738	2056	1331	397	2739	1773	1354	482	2402	1444	1246
MRPL37	5927	6107	5206	7761	6687	5571	3200	6605	10803	5773	3234	9841	7805	6368
MRPL37P1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MRPL38	244	127	214	305	108	207	182	99	286	210	133	231	349	182
MRPL39	1527	492	1187	1651	436	1203	1578	467	1481	1195	1800	818	2485	1318
MRPL3P1	1	2	1	2	3	1	2	1	3	2	0	4	8	4
MRPL4	4563	2665	3763	7121	2121	4024	3017	3131	6879	3555	2588	5520	6658	3874
MRPL40	1420	1295	1214	1706	1097	1150	646	1239	2056	1137	667	1712	2005	1194
MRPL40P1	0	1	1	0	1	0	0	0	0	1	0	1	0	0
MRPL41	2237	5170	2806	3355	3375	2511	849	5311	3534	2471	756	5018	2305	2245
MRPL42	1665	4256	2248	1307	4567	2348	687	3211	2054	1736	733	2244	1102	1808
MRPL42P2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MRPL42P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL42P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL42P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL43	2638	4172	2929	3462	2919	2444	1116	3285	3606	2168	959	3579	2682	2176
MRPL44	1463	767	1158	1360	642	973	1257	620	1385	1072	1138	959	1692	971
MRPL45	3389	2573	2727	3304	2830	2774	2410	2394	4976	2826	1776	3976	3971	2830
MRPL45P1	0	6	2	0	4	0	0	1	1	5	0	0	0	1
MRPL45P2	40	128	78	37	153	89	19	122	42	97	13	91	37	74
MRPL46	1077	739	893	1157	629	777	745	687	1519	957	735	1168	1788	967
MRPL47	3337	4429	3081	3681	4803	3534	1346	3722	5052	2810	1566	5140	4806	3136
MRPL48	2393	2183	2221	2667	1617	1878	1495	1662	2849	1733	1455	2852	3664	2162
MRPL48P1	1	1	1	0	0	4	1	2	3	3	0	0	0	1
MRPL49	5453	5722	4346	5662	4257	4145	2361	5606	7274	4041	2350	6001	5769	3937
MRPL49P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
