db_gene_symbol,ensembl_gene,gs_name,gs_description,gs_source_species
ATP13A3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
AXIN1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
BACE2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
BIN1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
BRD4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
BRD7,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
C2orf69,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
C8orf82,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
C9orf16,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CA11,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CADM3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CARM1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CBX4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CCDC85B,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CCDC85C,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CCDC88A,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CCDC88C,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CCNI,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CDC42BPB,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CDK5R1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CDR2L,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CEP170B,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CHPT1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CIZ1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CREBBP,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
CTBP1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
DAB2IP,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
DGKD,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
DNAJC1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
DOCK5,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
DPH7,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
DUSP7,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
DVL1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
DVL3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
EFNB2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
EFR3A,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
EGLN1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
EIF4EBP2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ENTPD6,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
EPHB2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
EPHB4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ETV6,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
FADS3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
FAM210B,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
FAM53B,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
FBXL19,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
FKBP8,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
FOXK2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
FOXP4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
FURIN,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
GALNT1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
GALNT10,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
GID4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
GIT1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
GNAQ,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
GNAS,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
GNB1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
GPR161,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
GSK3A,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
GSPT2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
HDAC3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
HDAC7,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
HDGF,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
HECA,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
HIVEP2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
HOMER3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
HSPG2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
IFT57,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
IL6R,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
INPP1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
INTS1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
IRF2BP2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ITGB5,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ITPR3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
JAG2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
JTB,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
JUND,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
KCTD15,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
KDM2B,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
KIAA1109,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
KIAA1522,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
KIF5B,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
KLF4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
KMT2D,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
KTN1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
LIMK1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
LOC407835,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
LOXL1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
LRP8,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
LRRC8A,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
LRRCC1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MAL2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MAP4K4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MAPK3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MAPKAPK2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MAPKAPK5,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MAST2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MBD2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MICALL1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MINK1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MKNK2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MLLT1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MSL1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MTDH,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MXD4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
MYO5A,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
NANP,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
NCKAP1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
NETO2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
NFIX,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
NIN,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
NOD1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
NT5DC2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
NXN,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ODC1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
OPTN,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PABPC3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PACS1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PAIP1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PAK4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PAPOLA,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PDS5A,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PEX7,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PHC2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PIEZO1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PIGQ,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PIK3R2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PKN1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PLCB3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PLEKHM2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PLXNA1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PLXNB1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
POMGNT2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
POMT2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PPDPF,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PPP1CC,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PPP1R9B,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PPP2R2D,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PPP6R2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PRELID1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PRKACA,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PTP4A2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PTPN11,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PTPRF,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
PTPRU,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
RAB40C,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
RAC3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
RALBP1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
RANBP9,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
RHOD,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
RNF126,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
RXRA,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SAMD4B,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SAP30L,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SBF1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SCARA3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SENP2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SETD1B,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SHB,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SLC25A28,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SLC25A39,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SLC35C1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SLC35E1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SLC6A8,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SLK,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SLMAP,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SMG5,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SP4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SRD5A3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SRF,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
SRM,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
STK24,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
STK35,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
STXBP5,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
TAB2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
TAF10,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
TBC1D20,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
TBC1D4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
TCF3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
TMEM147,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
TMEM184B,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
TSPAN18,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
TSR3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
TTYH3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
UBE2Q1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
UBTD1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
URI1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
VPS26B,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
WWC1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
WWC2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
WWP1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
YBX3,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ZNF124,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ZNF496,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ZNF511,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ZNF579,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ZNF639,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ZNF654,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ZNF670,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ZNF703,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ZNHIT2,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ZNRF1,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
ZSWIM4,NA,SNAT2 suppresed translation,PMID 41102449,homo sapiens
AACS,NA,ISR activated translation,PMID 41102449,homo sapiens
AASS,NA,ISR activated translation,PMID 41102449,homo sapiens
ABCA1,NA,ISR activated translation,PMID 41102449,homo sapiens
ABCA5,NA,ISR activated translation,PMID 41102449,homo sapiens
ABCC5,NA,ISR activated translation,PMID 41102449,homo sapiens
ABCF3,NA,ISR activated translation,PMID 41102449,homo sapiens
ACACA,NA,ISR activated translation,PMID 41102449,homo sapiens
ACCS,NA,ISR activated translation,PMID 41102449,homo sapiens
ACLY,NA,ISR activated translation,PMID 41102449,homo sapiens
ACO1,NA,ISR activated translation,PMID 41102449,homo sapiens
ACO2,NA,ISR activated translation,PMID 41102449,homo sapiens
ACOT2,NA,ISR activated translation,PMID 41102449,homo sapiens
ACOX2,NA,ISR activated translation,PMID 41102449,homo sapiens
ACSL4,NA,ISR activated translation,PMID 41102449,homo sapiens
ADAMTS1,NA,ISR activated translation,PMID 41102449,homo sapiens
ADAMTS12,NA,ISR activated translation,PMID 41102449,homo sapiens
ADAMTS3,NA,ISR activated translation,PMID 41102449,homo sapiens
ADAMTS4,NA,ISR activated translation,PMID 41102449,homo sapiens
ADAMTS5,NA,ISR activated translation,PMID 41102449,homo sapiens
ADAMTSL1,NA,ISR activated translation,PMID 41102449,homo sapiens
ADAR,NA,ISR activated translation,PMID 41102449,homo sapiens
ADNP,NA,ISR activated translation,PMID 41102449,homo sapiens
AFAP1,NA,ISR activated translation,PMID 41102449,homo sapiens
AFAP1L2,NA,ISR activated translation,PMID 41102449,homo sapiens
AFF3,NA,ISR activated translation,PMID 41102449,homo sapiens
AGL,NA,ISR activated translation,PMID 41102449,homo sapiens
AGO3,NA,ISR activated translation,PMID 41102449,homo sapiens
AGRN,NA,ISR activated translation,PMID 41102449,homo sapiens
AHCTF1,NA,ISR activated translation,PMID 41102449,homo sapiens
AHNAK,NA,ISR activated translation,PMID 41102449,homo sapiens
AHR,NA,ISR activated translation,PMID 41102449,homo sapiens
AKAP11,NA,ISR activated translation,PMID 41102449,homo sapiens
AKAP12,NA,ISR activated translation,PMID 41102449,homo sapiens
AKAP13,NA,ISR activated translation,PMID 41102449,homo sapiens
AKAP3,NA,ISR activated translation,PMID 41102449,homo sapiens
AKAP6,NA,ISR activated translation,PMID 41102449,homo sapiens
AKAP8,NA,ISR activated translation,PMID 41102449,homo sapiens
AKAP8L,NA,ISR activated translation,PMID 41102449,homo sapiens
ALAS1,NA,ISR activated translation,PMID 41102449,homo sapiens
ALCAM,NA,ISR activated translation,PMID 41102449,homo sapiens
ALDH16A1,NA,ISR activated translation,PMID 41102449,homo sapiens
ALDH18A1,NA,ISR activated translation,PMID 41102449,homo sapiens
ALDH1L2,NA,ISR activated translation,PMID 41102449,homo sapiens
ALDH2,NA,ISR activated translation,PMID 41102449,homo sapiens
ALMS1,NA,ISR activated translation,PMID 41102449,homo sapiens
ALPK1,NA,ISR activated translation,PMID 41102449,homo sapiens
AMBRA1,NA,ISR activated translation,PMID 41102449,homo sapiens
AMER1,NA,ISR activated translation,PMID 41102449,homo sapiens
AMOT,NA,ISR activated translation,PMID 41102449,homo sapiens
AMPD2,NA,ISR activated translation,PMID 41102449,homo sapiens
ANAPC2,NA,ISR activated translation,PMID 41102449,homo sapiens
ANK3,NA,ISR activated translation,PMID 41102449,homo sapiens
ANKFY1,NA,ISR activated translation,PMID 41102449,homo sapiens
ANKHD1,NA,ISR activated translation,PMID 41102449,homo sapiens
ANKHD1-EIF4EBP3,NA,ISR activated translation,PMID 41102449,homo sapiens
ANKRD12,NA,ISR activated translation,PMID 41102449,homo sapiens
ANKRD17,NA,ISR activated translation,PMID 41102449,homo sapiens
ANKRD26,NA,ISR activated translation,PMID 41102449,homo sapiens
ANKRD44,NA,ISR activated translation,PMID 41102449,homo sapiens
ANKZF1,NA,ISR activated translation,PMID 41102449,homo sapiens
ANLN,NA,ISR activated translation,PMID 41102449,homo sapiens
ANXA6,NA,ISR activated translation,PMID 41102449,homo sapiens
AOX1,NA,ISR activated translation,PMID 41102449,homo sapiens
AP1B1,NA,ISR activated translation,PMID 41102449,homo sapiens
AP1G1,NA,ISR activated translation,PMID 41102449,homo sapiens
AP1G2,NA,ISR activated translation,PMID 41102449,homo sapiens
AP3B1,NA,ISR activated translation,PMID 41102449,homo sapiens
AP3D1,NA,ISR activated translation,PMID 41102449,homo sapiens
AP4E1,NA,ISR activated translation,PMID 41102449,homo sapiens
AP5Z1,NA,ISR activated translation,PMID 41102449,homo sapiens
APP,NA,ISR activated translation,PMID 41102449,homo sapiens
AQR,NA,ISR activated translation,PMID 41102449,homo sapiens
AR,NA,ISR activated translation,PMID 41102449,homo sapiens
ARHGAP17,NA,ISR activated translation,PMID 41102449,homo sapiens
ARHGEF4,NA,ISR activated translation,PMID 41102449,homo sapiens
ARID2,NA,ISR activated translation,PMID 41102449,homo sapiens
ARID4A,NA,ISR activated translation,PMID 41102449,homo sapiens
ARID4B,NA,ISR activated translation,PMID 41102449,homo sapiens
ARID5B,NA,ISR activated translation,PMID 41102449,homo sapiens
ARMCX4,NA,ISR activated translation,PMID 41102449,homo sapiens
ARRDC2,NA,ISR activated translation,PMID 41102449,homo sapiens
ASAP3,NA,ISR activated translation,PMID 41102449,homo sapiens
ASCC3,NA,ISR activated translation,PMID 41102449,homo sapiens
ASH1L,NA,ISR activated translation,PMID 41102449,homo sapiens
ASPH,NA,ISR activated translation,PMID 41102449,homo sapiens
ASPM,NA,ISR activated translation,PMID 41102449,homo sapiens
ASXL1,NA,ISR activated translation,PMID 41102449,homo sapiens
ASXL2,NA,ISR activated translation,PMID 41102449,homo sapiens
ATAD2,NA,ISR activated translation,PMID 41102449,homo sapiens
ATAD5,NA,ISR activated translation,PMID 41102449,homo sapiens
ATF4,NA,ISR activated translation,PMID 41102449,homo sapiens
ATF5,NA,ISR activated translation,PMID 41102449,homo sapiens
ATF7IP,NA,ISR activated translation,PMID 41102449,homo sapiens
ATG2B,NA,ISR activated translation,PMID 41102449,homo sapiens
ATM,NA,ISR activated translation,PMID 41102449,homo sapiens
ATP2A2,NA,ISR activated translation,PMID 41102449,homo sapiens
